City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Meadow Lake,US,2020-10-20 01:16:12,34.8,-106.54,80.6,9,20,6.93
305,Morondava,MG,2020-10-20 01:18:31,-20.28,44.28,72.9,75,0,6.2
306,Fortuna,US,2020-10-20 01:18:31,40.6,-124.16,57.0,100,90,10.29
307,Lebu,CL,2020-10-20 01:15:56,-37.62,-73.65,49.93,75,4,14.88
308,Kaka,TM,2020-10-20 01:18:31,37.35,59.61,50.59,50,0,0.49
309,Richards Bay,ZA,2020-10-20 01:18:31,-28.78,32.04,69.24,93,23,2.77
310,Aripuana,BR,2020-10-20 01:18:32,-9.17,-60.63,75.16,75,100,2.13
311,Geraldton,AU,2020-10-20 01:18:32,-28.77,114.6,69.8,64,90,12.75
312,Iracoubo,GF,2020-10-20 01:16:24,5.48,-53.2,81.28,81,68,11.7
313,Bathsheba,BB,2020-10-20 01:18:32,13.22,-59.52,82.4,78,40,2.24
314,Siniscola,IT,2020-10-20 01:18:32,40.57,9.69,48.2,93,89,1.12
315,Bobo Dioulasso,BF,2020-10-20 01:18:32,11.18,-4.3,75.45,72,29,6.26
316,Front Royal,US,2020-10-20 01:17:40,38.92,-78.19,63.0,82,1,4.07
317,Lansdale,US,2020-10-20 01:16:24,40.24,-75.28,61.0,82,1,4.7
318,Iquitos,PE,2020-10-20 01:18:33,-3.75,-73.25,80.6,83,96,5.82
319,Marsa Matruh,EG,2020-10-20 01:18:33,31.35,27.25,73.4,69,6,9.17
320,Saint-Augustin,CA,2020-10-20 01:15:55,51.23,-58.65,43.86,81,100,10.63
321,Tres Lagoas,BR,2020-10-20 01:18:33,-20.75,-51.68,72.36,90,100,3.13
322,Tateyama,JP,2020-10-20 01:18:33,34.98,139.87,66.2,59,75,20.8
323,Kodiak,US,2020-10-20 01:18:33,57.79,-152.41,48.2,45,1,14.99
324,Tonantins,BR,2020-10-20 01:18:33,-2.87,-67.8,75.47,88,94,0.49
325,Morros,BR,2020-10-20 01:16:15,-9.45,-46.3,82.27,40,29,5.55
326,Domoni,KM,2020-10-20 01:18:34,-12.26,44.53,75.36,78,0,3.98
327,Hami,CN,2020-10-20 01:18:34,42.8,93.45,44.62,55,1,2.62
328,Jiuquan,CN,2020-10-20 01:18:34,39.74,98.52,50.52,41,0,17.05
329,Pasto,CO,2020-10-20 01:18:34,1.21,-77.28,52.23,91,99,2.26
330,Ambon,ID,2020-10-20 01:18:34,-3.7,128.18,87.8,66,40,4.7
331,Charters Towers,AU,2020-10-20 01:18:34,-20.1,146.27,89.33,29,0,10.8
332,Vrangel,RU,2020-10-20 01:18:34,42.73,133.08,56.59,56,0,0.89
333,Hsinchu,TW,2020-10-20 01:16:57,24.8,120.97,78.01,64,69,11.01
334,Muzhi,RU,2020-10-20 01:18:35,65.37,64.67,15.06,97,37,0.89
335,Katherine,AU,2020-10-20 01:18:35,-14.47,132.27,91.4,52,20,10.29
336,Ugoofaaru,MV,2020-10-20 01:15:45,5.67,73.0,81.99,78,28,12.53
337,Nador,MA,2020-10-20 01:18:35,35.17,-2.93,64.4,82,53,3.36
338,Provideniya,RU,2020-10-20 01:18:35,64.38,-173.3,35.6,80,75,2.24
339,Bagdarin,RU,2020-10-20 01:18:35,54.43,113.6,27.88,93,100,10.87
340,Webuye,KE,2020-10-20 01:18:35,0.61,34.77,57.2,87,82,5.41
341,Puerto Escondido,MX,2020-10-20 01:18:35,15.85,-97.07,84.2,66,75,3.36
342,Los Llanos De Aridane,ES,2020-10-20 01:18:36,28.66,-17.92,78.8,61,100,6.93
343,Nago,JP,2020-10-20 01:16:54,26.59,127.98,84.2,70,40,18.34
344,Iepuresti,RO,2020-10-20 01:18:36,44.26,25.88,45.0,86,0,3.36
345,Andra,RU,2020-10-20 01:18:36,62.51,65.89,29.7,97,100,0.38
346,Baoning,CN,2020-10-20 01:18:36,25.34,110.03,60.8,93,20,5.41
347,Santa Isabel Do Rio Negro,BR,2020-10-20 01:18:36,-0.41,-65.02,73.85,96,100,0.94
348,Bhuj,IN,2020-10-20 01:18:36,23.27,69.67,80.92,81,58,6.6
349,Pilar,BR,2020-10-20 01:18:37,-9.6,-35.96,71.6,94,20,4.7
350,Kimbe,PG,2020-10-20 01:18:37,-5.55,150.14,81.01,78,98,1.28
351,Kahului,US,2020-10-20 01:18:37,20.89,-156.47,91.4,43,1,9.17
352,Torbay,CA,2020-10-20 01:18:37,47.67,-52.73,51.01,87,40,8.05
353,Andenes,NO,2020-10-20 01:18:37,69.31,16.12,28.4,79,0,3.36
354,Mega,ET,2020-10-20 01:18:37,4.05,38.3,61.34,81,62,3.31
355,Natal,BR,2020-10-20 01:18:37,-5.79,-35.21,77.0,83,40,3.36
356,Saint-Pierre,RE,2020-10-20 01:18:37,-21.34,55.48,69.8,60,0,4.7
357,Sri Aman,MY,2020-10-20 01:18:38,1.24,111.46,78.8,94,40,5.82
358,Allapalli,IN,2020-10-20 01:18:38,19.42,80.07,72.99,94,98,2.46
359,Fatehpur Sikri,IN,2020-10-20 01:18:38,27.1,77.67,73.02,21,0,2.95
360,Kununurra,AU,2020-10-20 01:18:38,-15.77,128.73,91.4,55,2,8.05
361,Mount Gambier,AU,2020-10-20 01:18:38,-37.83,140.77,59.0,54,75,3.36
362,Talnakh,RU,2020-10-20 01:15:58,69.49,88.4,14.0,85,90,4.47
363,Amahai,ID,2020-10-20 01:18:39,-3.33,128.92,83.34,68,70,1.19
364,Glace Bay,CA,2020-10-20 01:18:39,46.2,-59.96,55.99,100,90,5.82
365,Lanxi,CN,2020-10-20 01:18:39,29.22,119.48,62.22,79,0,2.77
366,Merauke,ID,2020-10-20 01:18:39,-8.47,140.33,83.32,73,66,7.9
367,Dana Point,US,2020-10-20 01:18:39,33.47,-117.7,70.0,84,21,4.36
368,Bundaberg,AU,2020-10-20 01:18:39,-24.85,152.35,77.0,57,90,13.87
369,Olinda,BR,2020-10-20 01:18:39,-8.01,-34.86,80.6,69,40,9.17
370,Lompoc,US,2020-10-20 01:15:48,34.64,-120.46,61.0,87,40,9.17
371,Uige,AO,2020-10-20 01:18:40,-7.61,15.06,66.67,96,51,1.95
372,Kysyl-Syr,RU,2020-10-20 01:18:40,63.9,122.76,22.24,96,95,7.94
373,Catalina,US,2020-10-20 01:18:40,32.51,-110.92,84.99,12,0,5.5
374,Mogadishu,SO,2020-10-20 01:18:40,2.04,45.34,78.46,85,16,10.13
375,Superior,US,2020-10-20 01:18:40,46.72,-92.1,33.8,90,90,3.36
376,Taksimo,RU,2020-10-20 01:18:40,56.34,114.88,28.35,89,100,2.3
377,Ust-Tsilma,RU,2020-10-20 01:18:40,65.44,52.15,27.81,97,100,6.82
378,Medina,SA,2020-10-20 01:18:41,24.47,39.61,75.2,9,0,5.64
379,America Dourada,BR,2020-10-20 01:18:41,-11.46,-41.44,72.9,71,2,12.71
380,Panaba,MX,2020-10-20 01:18:41,21.28,-88.27,75.25,92,0,7.92
381,Tokur,RU,2020-10-20 01:18:41,53.13,132.9,24.12,87,91,3.83
382,Savannah Bight,HN,2020-10-20 01:18:41,16.45,-85.85,83.3,74,17,9.95
383,Lafayette,US,2020-10-20 01:15:03,30.23,-92.07,75.2,83,1,3.94
384,Franklin,US,2020-10-20 01:14:06,39.97,-83.02,57.99,100,90,4.34
385,Phan Thiet,VN,2020-10-20 01:18:42,10.93,108.1,79.61,81,96,3.42
386,Mopipi,BW,2020-10-20 01:18:42,-21.18,24.88,79.11,17,0,7.99
387,Vostok,RU,2020-10-20 01:18:42,46.49,135.88,42.24,60,0,3.29
388,Preobrazheniye,RU,2020-10-20 01:18:42,42.9,133.91,58.37,49,0,2.33
389,Woudenberg,NL,2020-10-20 01:18:42,52.08,5.42,48.0,76,100,3.0
390,Alice Springs,AU,2020-10-20 01:14:02,-23.7,133.88,77.0,50,75,11.41
391,Dodge City,US,2020-10-20 01:18:42,37.75,-100.02,46.4,55,1,8.05
392,Aasiaat,GL,2020-10-20 01:18:42,68.71,-52.87,36.03,84,100,16.67
393,Urumqi,CN,2020-10-20 01:14:21,43.8,87.6,46.4,45,0,2.24
394,Vanimo,PG,2020-10-20 01:18:43,-2.67,141.3,84.38,69,100,2.75
395,Wasco,US,2020-10-20 01:16:11,35.59,-119.34,84.99,23,1,5.82
396,Simao,CN,2020-10-20 01:18:43,22.79,100.97,61.48,94,100,1.63
397,Polovinnoye,RU,2020-10-20 01:18:43,54.79,65.99,48.0,68,92,3.29
398,Esso,RU,2020-10-20 01:18:43,55.93,158.7,33.28,86,100,1.36
399,Rognan,NO,2020-10-20 01:18:43,67.1,15.39,35.01,81,100,5.75
400,Evensk,RU,2020-10-20 01:18:44,61.95,159.23,37.31,88,100,19.15
401,Anastasiyevskaya,RU,2020-10-20 01:18:44,45.22,37.89,44.6,87,20,2.24
402,Buala,SB,2020-10-20 01:15:46,-8.14,159.59,86.2,68,89,3.44
403,Jacareacanga,BR,2020-10-20 01:18:44,-6.22,-57.75,77.97,72,100,1.57
404,Cervo,ES,2020-10-20 01:18:44,43.67,-7.41,63.0,17,100,6.06
405,Roald,NO,2020-10-20 01:15:38,62.58,6.13,37.4,74,32,5.82
406,Roebourne,AU,2020-10-20 01:16:00,-20.78,117.13,80.98,38,0,4.43
407,Staroderevyankovskaya,RU,2020-10-20 01:18:44,46.13,38.97,50.85,68,17,6.13
408,Daura,NG,2020-10-20 01:18:45,11.55,11.41,78.71,29,0,3.44
409,Sulangan,PH,2020-10-20 01:18:45,11.14,123.72,83.23,76,100,10.6
410,Taltal,CL,2020-10-20 01:18:45,-25.4,-70.48,58.84,71,0,2.39
411,Chacabuco,AR,2020-10-20 01:18:45,-34.64,-60.47,57.99,94,100,7.0
412,San Jose De Guanipa,VE,2020-10-20 01:18:45,8.89,-64.17,80.33,66,11,5.14
413,Bilibino,RU,2020-10-20 01:15:22,68.05,166.44,17.08,93,18,3.27
414,Saint-Leu,RE,2020-10-20 01:18:45,-21.15,55.28,69.8,60,0,4.7
415,Alyangula,AU,2020-10-20 01:18:45,-13.85,136.42,84.2,66,0,10.29
416,Ambanja,MG,2020-10-20 01:18:46,-13.68,48.45,71.31,81,0,3.4
417,Barcelos,PT,2020-10-20 01:17:14,41.54,-8.62,62.6,100,90,11.41
418,Geisenheim,DE,2020-10-20 01:18:46,49.98,7.97,42.01,86,100,1.99
419,Sibiti,CG,2020-10-20 01:18:46,-3.68,13.35,70.12,100,100,3.09
420,Gornopravdinsk,RU,2020-10-20 01:18:46,60.05,69.9,36.88,98,100,6.29
421,Bicester,GB,2020-10-20 01:18:46,51.9,-1.15,53.01,78,100,1.99
422,San-Pedro,CI,2020-10-20 01:18:46,4.75,-6.64,75.96,87,21,6.42
423,Kaeo,NZ,2020-10-20 01:18:46,-35.1,173.78,66.49,62,100,10.87
424,Delmenhorst,DE,2020-10-20 01:18:47,53.05,8.62,44.6,87,100,6.93
425,Barinitas,VE,2020-10-20 01:18:47,8.76,-70.41,72.43,81,99,3.0
426,Ayr,GB,2020-10-20 01:18:47,55.46,-4.63,50.0,93,75,14.99
427,Vestmanna,FO,2020-10-20 01:18:47,62.16,-7.17,41.0,75,2,6.93
428,Clovis,US,2020-10-20 01:16:12,36.83,-119.7,87.8,23,20,6.93
429,Cangzhou,CN,2020-10-20 01:18:47,38.32,116.87,61.79,38,100,12.75
430,Tromso,NO,2020-10-20 01:18:47,69.65,18.96,23.0,92,0,5.82
431,Sonoita,MX,2020-10-20 01:18:47,31.85,-112.83,83.32,18,0,4.83
432,Kieta,PG,2020-10-20 01:18:48,-6.22,155.63,85.68,68,5,4.97
433,Cairns,AU,2020-10-20 01:18:48,-16.92,145.77,87.01,54,11,6.93
434,Lucapa,AO,2020-10-20 01:18:48,-8.42,20.74,65.1,92,0,1.45
435,Beatrice,US,2020-10-20 01:18:48,40.27,-96.75,42.8,60,1,5.82
436,Carlsbad,US,2020-10-20 01:18:48,33.16,-117.35,70.0,88,75,8.05
437,Zaysan,KZ,2020-10-20 01:18:48,47.47,84.87,33.82,68,0,3.36
438,Chapais,CA,2020-10-20 01:16:25,49.78,-74.85,28.4,92,20,3.36
439,Tecpan,GT,2020-10-20 01:18:49,14.76,-90.99,68.0,82,75,11.41
440,Maxixe,MZ,2020-10-20 01:18:49,-23.86,35.35,68.36,86,0,11.16
441,Narsaq,GL,2020-10-20 01:18:49,60.92,-46.05,33.8,82,100,3.36
442,Balkanabat,TM,2020-10-20 01:16:30,39.51,54.37,55.65,38,0,0.85
443,Flinders,AU,2020-10-20 01:18:49,-34.58,150.86,68.0,67,95,4.0
444,Skovorodino,RU,2020-10-20 01:18:49,53.98,123.92,29.43,93,100,7.4
445,Erenhot,CN,2020-10-20 01:18:49,43.65,111.98,52.14,38,65,25.79
446,Honningsvag,NO,2020-10-20 01:18:49,70.98,25.97,40.17,79,100,15.01
447,Qostanay,KZ,2020-10-20 01:18:50,53.17,63.58,32.0,53,91,11.18
448,Havre,FR,2020-10-20 01:18:50,49.58,0.33,53.6,71,100,9.17
449,Sulina,RO,2020-10-20 01:18:50,45.16,29.65,51.93,53,0,3.76
450,Altos,BR,2020-10-20 01:17:42,-5.04,-42.46,89.6,43,100,11.41
451,Pradopolis,BR,2020-10-20 01:18:50,-21.36,-48.07,69.8,94,20,5.82
452,Shache,CN,2020-10-20 01:16:22,38.42,77.24,38.16,73,0,1.25
453,Lethem,GY,2020-10-20 01:18:50,3.38,-59.8,82.36,61,99,5.03
454,Nalut,LY,2020-10-20 01:18:51,30.33,10.85,56.68,68,0,15.95
455,Puerto Penasco,MX,2020-10-20 01:14:23,31.32,-113.53,84.0,77,0,1.99
456,Havoysund,NO,2020-10-20 01:18:51,71.0,24.66,33.8,100,75,6.93
457,Batemans Bay,AU,2020-10-20 01:13:58,-35.72,150.18,64.0,75,71,3.0
458,Totma,RU,2020-10-20 01:18:51,59.97,42.76,31.75,99,99,4.65
459,Gevrai,IN,2020-10-20 01:18:51,19.27,75.75,73.92,85,9,3.44
460,Pacific Grove,US,2020-10-20 01:18:51,36.62,-121.92,66.99,93,90,3.36
461,Abha,SA,2020-10-20 01:18:51,18.22,42.51,53.6,27,0,9.17
462,Lichinga,MZ,2020-10-20 01:18:52,-13.31,35.24,63.09,52,0,4.76
463,Samarai,PG,2020-10-20 01:18:52,-10.62,150.67,81.27,80,12,7.31
464,Pochutla,MX,2020-10-20 01:18:52,15.74,-96.47,80.01,83,88,4.41
465,Tura,IN,2020-10-20 01:18:52,25.52,90.22,73.4,89,11,3.31
466,Klaksvik,FO,2020-10-20 01:18:52,62.23,-6.59,41.0,75,2,6.93
467,Neuquen,AR,2020-10-20 01:18:52,-38.95,-68.06,60.8,32,0,5.82
468,Bay Roberts,CA,2020-10-20 01:18:52,47.6,-53.26,48.99,92,100,5.99
469,Hoquiam,US,2020-10-20 01:18:52,46.98,-123.89,55.0,88,100,6.89
470,Estelle,US,2020-10-20 01:18:53,29.85,-90.11,77.0,94,75,4.7
471,Dalvik,IS,2020-10-20 01:18:53,65.97,-18.53,30.2,92,75,3.36
472,Belaya Gora,RU,2020-10-20 01:18:53,68.53,146.42,13.8,94,74,3.6
473,Paamiut,GL,2020-10-20 01:18:53,61.99,-49.67,41.43,69,100,26.26
474,Vila,PT,2020-10-20 01:18:53,42.03,-8.16,55.99,95,99,5.99
475,Quatre Cocos,MU,2020-10-20 01:18:53,-20.21,57.76,73.4,78,20,8.05
476,North Bend,US,2020-10-20 01:18:53,43.41,-124.22,61.0,87,1,17.22
477,Presidencia Roque Saenz Pena,AR,2020-10-20 01:17:24,-26.79,-60.44,85.53,47,0,9.46
478,Tuatapere,NZ,2020-10-20 01:18:53,-46.13,167.68,52.0,76,85,13.0
479,Leningradskiy,RU,2020-10-20 01:16:18,69.38,178.42,27.23,91,56,6.76
480,Meulaboh,ID,2020-10-20 01:18:54,4.14,96.13,79.47,77,0,3.27
481,San Carlos De Bariloche,AR,2020-10-20 01:18:54,-41.15,-71.31,37.4,69,20,5.82
482,Hatillo,PR,2020-10-20 01:18:54,18.49,-66.83,79.0,78,40,5.82
483,Itupiranga,BR,2020-10-20 01:18:54,-5.13,-49.33,80.98,62,100,3.22
484,Pitea,SE,2020-10-20 01:18:54,65.32,21.48,24.8,92,100,8.05
485,Dawei,MM,2020-10-20 01:16:44,14.08,98.2,76.66,87,100,4.81
486,Santa Rita,BR,2020-10-20 01:18:54,-7.11,-34.98,73.4,88,20,4.7
487,Amparafaravola,MG,2020-10-20 01:18:55,-17.58,48.22,58.98,94,35,3.98
488,Mukhen,RU,2020-10-20 01:18:55,48.1,136.1,41.95,58,0,6.38
489,Sabang,ID,2020-10-20 01:18:55,5.89,95.32,82.22,74,54,7.81
490,Pucallpa,PE,2020-10-20 01:18:55,-8.38,-74.55,82.42,59,23,2.68
491,Anito,PH,2020-10-20 01:18:55,12.45,125.29,82.17,82,97,8.77
492,Athabasca,CA,2020-10-20 01:18:55,54.72,-113.29,24.66,97,100,3.71
493,Fort Beaufort,ZA,2020-10-20 01:18:55,-32.77,26.63,58.14,79,100,8.16
494,Bandundu,CD,2020-10-20 01:15:35,-3.32,17.37,71.69,94,63,3.0
495,Puerto Leguizamo,CO,2020-10-20 01:16:43,-0.19,-74.78,77.79,71,97,0.38
496,Sao Jose Da Coroa Grande,BR,2020-10-20 01:18:56,-8.9,-35.15,75.87,77,11,10.04
497,Saint-Joseph,RE,2020-10-20 01:18:56,-21.37,55.62,69.8,60,17,4.7
498,Biloela,AU,2020-10-20 01:18:56,-24.42,150.5,84.29,38,65,10.58
499,Iqaluit,CA,2020-10-20 01:18:56,63.75,-68.51,21.2,85,75,4.7
500,Walvis Bay,NA,2020-10-20 01:16:34,-22.96,14.51,55.99,87,0,8.05
501,Tucuma,BR,2020-10-20 01:16:00,-0.18,-50.05,78.84,80,0,7.09
502,Ordynskoye,RU,2020-10-20 01:18:56,54.37,81.9,38.34,69,100,15.59
503,Semnan,IR,2020-10-20 01:16:30,35.57,53.4,52.66,37,0,1.72
504,Riyadh,SA,2020-10-20 01:17:20,24.69,46.72,62.6,29,0,4.7
505,Dandong,CN,2020-10-20 01:18:57,40.13,124.39,60.49,70,0,6.62
506,Lagunillas,VE,2020-10-20 01:18:57,10.13,-71.26,81.12,70,100,5.3
507,Mardin,TR,2020-10-20 01:18:57,37.31,40.74,60.8,40,33,3.36
508,Matveyevka,RU,2020-10-20 01:18:57,52.15,56.18,42.8,45,100,4.47
509,Lebanon,US,2020-10-20 01:15:28,36.21,-86.29,68.0,77,75,4.7
510,Mercedes,AR,2020-10-20 01:18:57,-34.65,-59.43,62.01,59,100,3.0
511,Khandbari,NP,2020-10-20 01:18:57,27.37,87.2,67.06,62,0,2.44
512,Kenai,US,2020-10-20 01:18:58,60.55,-151.26,42.01,69,90,4.7
513,Tabas,IR,2020-10-20 01:16:36,33.6,56.92,48.2,16,0,2.91
514,Tocopilla,CL,2020-10-20 01:18:58,-22.09,-70.2,61.61,61,37,8.37
515,La Palma,US,2020-10-20 01:18:58,33.85,-118.05,73.99,64,1,6.93
516,San Vicente,AR,2020-10-20 01:18:58,-26.62,-54.13,70.23,63,0,2.15
517,Elk City,US,2020-10-20 01:18:58,35.41,-99.4,51.8,57,1,4.7
518,Japura,ID,2020-10-20 01:18:58,-0.32,102.35,79.59,86,98,1.23
519,Ponta Delgada,PT,2020-10-20 01:18:58,37.73,-25.67,60.8,72,20,9.17
520,Jesus Maria,AR,2020-10-20 01:18:59,-30.98,-64.09,64.4,42,75,24.16
521,Skibotn,NO,2020-10-20 01:18:59,69.39,20.27,23.0,92,0,5.82
522,Kaniama,CD,2020-10-20 01:18:59,-7.57,24.18,67.82,92,69,1.77
523,Tignere,CM,2020-10-20 01:18:59,7.37,12.65,64.67,74,4,0.65
524,Dicabisagan,PH,2020-10-20 01:18:59,17.08,122.42,80.91,85,100,15.48
525,Chadiza,ZM,2020-10-20 01:18:59,-14.07,32.44,68.31,53,0,3.8
526,Gilgit,PK,2020-10-20 01:18:59,35.92,74.31,55.36,34,0,4.99
527,Kattivakkam,IN,2020-10-20 01:18:59,13.22,80.32,78.8,88,75,4.7
528,Bayji,IQ,2020-10-20 01:19:00,34.93,43.49,67.77,27,0,6.17
529,Saint-Denis,FR,2020-10-20 01:15:49,48.92,2.33,51.8,76,100,9.17
530,Kashi,CN,2020-10-20 01:19:00,39.45,75.98,51.8,32,0,11.18
531,Bedford,GB,2020-10-20 01:14:00,52.13,-0.47,54.0,80,100,1.01
532,Galle,LK,2020-10-20 01:19:00,6.04,80.22,79.5,83,100,12.15
533,Pokhara,NP,2020-10-20 01:15:03,28.23,83.98,65.73,55,2,4.16
534,Coahuayana,MX,2020-10-20 01:19:00,18.73,-103.68,78.8,83,75,9.17
535,Norman Wells,CA,2020-10-20 01:15:46,65.28,-126.83,19.4,73,75,13.87
536,Gigmoto,PH,2020-10-20 01:19:01,13.78,124.39,79.59,86,100,7.49
537,Victor Harbor,AU,2020-10-20 01:19:01,-35.57,138.62,62.01,73,100,6.55
538,Ternate,ID,2020-10-20 01:15:51,0.8,127.4,83.46,71,64,8.12
539,Jonkoping,SE,2020-10-20 01:19:01,57.78,14.16,34.0,92,100,2.24
540,Capaci,IT,2020-10-20 01:19:01,38.17,13.24,57.99,67,0,5.82
541,Mednogorsk,RU,2020-10-20 01:19:01,51.41,57.59,48.27,48,98,6.22
542,Lisakovsk,KZ,2020-10-20 01:19:01,52.54,62.49,47.77,50,29,9.82
543,Sinegorskiy,RU,2020-10-20 01:19:02,48.01,40.84,43.0,75,1,4.94
544,Matata,NZ,2020-10-20 01:19:02,-37.88,176.75,64.99,76,82,3.0
545,Biltine,TD,2020-10-20 01:19:02,14.53,20.92,81.93,17,0,7.65
546,Buga,CO,2020-10-20 01:19:02,3.9,-76.3,69.8,83,40,4.7
547,Bahar,IR,2020-10-20 01:19:02,34.91,48.44,43.14,57,0,0.87
548,Khandyga,RU,2020-10-20 01:19:02,62.67,135.6,15.91,92,96,3.06
549,Villa Carlos Paz,AR,2020-10-20 01:14:47,-31.42,-64.5,66.2,39,75,20.8
550,Adre,TD,2020-10-20 01:19:03,13.47,22.2,74.95,22,0,10.49
551,Mehamn,NO,2020-10-20 01:19:03,71.04,27.85,37.83,79,100,14.47
552,Huarmey,PE,2020-10-20 01:19:03,-10.07,-78.15,62.53,85,3,7.09
553,Vardo,NO,2020-10-20 01:19:03,70.37,31.11,40.48,71,100,16.96
554,Shambu,ET,2020-10-20 01:19:03,9.57,37.1,48.52,99,0,1.86
555,Chirongui,YT,2020-10-20 01:19:03,-12.93,45.15,73.4,88,36,1.12
556,Lahaina,US,2020-10-20 01:15:04,20.88,-156.68,91.4,55,40,6.93
557,Yakeshi,CN,2020-10-20 01:19:03,49.28,120.73,41.77,66,100,5.37
558,Havelock,US,2020-10-20 01:19:04,34.88,-76.9,68.0,82,75,6.93
