City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
244,Arrecife,ES,28.96,-13.55,68.0,68,20,9.17,few clouds
245,Maues,BR,-3.38,-57.72,86.11,51,81,2.13,broken clouds
246,Sembe,CG,1.65,14.58,71.02,94,100,1.86,moderate rain
247,Havelock,US,34.88,-76.9,73.0,73,90,3.36,overcast clouds
248,Tiksi,RU,71.69,128.87,23.34,96,100,15.66,overcast clouds
249,Kodiak,US,57.79,-152.41,46.4,93,90,19.46,moderate rain
250,Alice Springs,AU,-23.7,133.88,66.2,59,75,11.41,broken clouds
251,Vidalia,US,32.22,-82.41,77.0,65,90,3.36,overcast clouds
252,Mizan Teferi,ET,6.98,35.58,60.8,91,95,2.3,light rain
253,Port Lincoln,AU,-34.73,135.87,55.45,66,83,20.92,broken clouds
254,Berlevag,NO,70.86,29.09,37.6,93,100,29.48,light rain
255,Rudsar,IR,37.14,50.29,62.73,75,13,2.46,few clouds
256,Lazaro Cardenas,MX,17.96,-102.2,83.68,78,90,9.04,overcast clouds
257,Chaman,PK,30.92,66.45,42.64,63,0,2.86,clear sky
258,Sitka,US,57.05,-135.33,42.8,28,75,11.41,broken clouds
259,Namibe,AO,-15.2,12.15,70.34,79,85,6.46,overcast clouds
260,Mayo,US,38.89,-76.51,68.0,88,1,6.93,clear sky
261,Tortoli,IT,39.93,9.66,68.0,94,75,5.82,broken clouds
262,Xinyu,CN,27.8,114.93,52.63,69,42,4.32,scattered clouds
263,Hambantota,LK,6.12,81.12,78.8,88,0,5.82,clear sky
264,Kibala,TD,9.11,18.35,78.8,88,20,2.59,thunderstorm
265,Norman Wells,CA,65.28,-126.83,30.2,92,75,5.82,broken clouds
266,Ostrovnoy,RU,68.05,39.51,29.21,97,100,6.62,overcast clouds
267,Beira,MZ,-19.84,34.84,72.1,82,0,3.96,clear sky
268,Odweyne,SO,9.41,45.06,74.16,20,47,10.31,scattered clouds
269,Hegang,CN,47.4,130.37,33.04,81,79,19.53,broken clouds
270,Southbridge,US,42.08,-72.03,63.0,94,97,5.21,overcast clouds
271,Cikampek,ID,-6.42,107.46,77.0,88,35,3.36,haze
272,Andenes,NO,69.31,16.12,41.0,75,20,20.8,light rain
273,Yar-Sale,RU,66.83,70.83,20.86,95,93,9.24,overcast clouds
274,Hithadhoo,MV,-0.6,73.08,82.11,79,76,12.44,light rain
275,Cantagallo,CO,7.38,-73.92,80.78,86,31,2.53,light rain
276,Evensk,RU,61.95,159.23,31.89,93,38,4.23,scattered clouds
277,Mezen,RU,65.85,44.24,27.37,98,99,8.75,light snow
278,Daura,NG,11.55,11.41,80.13,20,23,7.09,few clouds
279,Cockburn Town,TC,21.46,-71.14,84.2,70,40,9.17,scattered clouds
280,Klyuchi,RU,52.27,79.17,30.96,86,78,8.93,broken clouds
281,Constitucion,CL,-35.33,-72.42,53.44,75,0,12.24,clear sky
282,Hammerfest,NO,70.66,23.68,33.8,100,90,20.8,overcast clouds
283,Sangar,RU,63.92,127.47,17.58,96,100,16.37,light snow
284,Zhigansk,RU,66.77,123.37,17.98,93,79,14.27,broken clouds
285,Cabo San Lucas,MX,22.89,-109.91,89.6,58,5,11.41,clear sky
286,Amahai,ID,-3.33,128.92,81.25,82,46,3.24,moderate rain
287,Geri,CY,35.1,33.42,72.0,68,20,8.05,few clouds
288,Yatou,CN,37.15,122.38,48.49,58,0,6.64,clear sky
289,Fildu De Jos,RO,46.93,23.07,42.8,93,98,3.6,mist
290,Vung Tau,VN,10.35,107.08,78.3,84,100,3.04,light rain
291,Ulaangom,MN,49.98,92.07,31.71,92,100,3.27,overcast clouds
292,Sarkand,KZ,45.41,79.92,36.05,83,100,8.52,overcast clouds
293,Osypenko,UA,46.91,36.83,58.32,93,76,9.64,broken clouds
294,Kosonsoy,UZ,41.26,71.55,44.6,70,96,6.93,overcast clouds
295,Narsaq,GL,60.92,-46.05,26.6,73,98,3.36,overcast clouds
296,Sabzevar,IR,36.21,57.68,48.15,63,0,5.1,clear sky
297,Harper,LR,4.38,-7.72,76.75,89,100,6.38,light rain
298,Loreto,MX,22.27,-101.97,78.24,20,9,12.15,clear sky
299,Saint-Pierre,RE,-21.34,55.48,69.8,73,20,2.24,few clouds
300,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.4,81,75,4.47,broken clouds
301,Youkounkoun,GN,12.53,-13.13,78.73,53,11,4.27,few clouds
302,Saint-Paul,RE,-21.01,55.27,71.6,68,75,6.93,broken clouds
303,Sioux Lookout,CA,50.1,-91.92,30.2,68,90,5.82,overcast clouds
304,Hervey Bay,AU,-25.3,152.85,80.6,57,40,19.46,moderate rain
305,Codajas,BR,-3.84,-62.06,82.11,68,87,0.51,light rain
306,Batsfjord,NO,70.63,29.72,33.8,100,75,11.41,light rain
307,Hualmay,PE,-11.1,-77.61,63.9,78,70,4.94,broken clouds
308,Cap Malheureux,MU,-19.98,57.61,73.4,69,20,8.05,few clouds
309,Sri Aman,MY,1.24,111.46,73.4,100,100,4.7,light rain
310,Sibu,MY,2.3,111.82,77.0,88,40,4.7,scattered clouds
311,Arua,UG,3.02,30.91,63.64,94,100,5.93,overcast clouds
312,Thaba-Tseka,LS,-29.52,28.61,56.66,62,93,7.18,overcast clouds
313,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,45,0,3.36,clear sky
314,Seydi,TM,39.48,62.91,44.55,56,31,8.03,scattered clouds
315,Siva,EG,29.2,25.52,68.2,45,18,8.37,few clouds
316,Tasiilaq,GL,65.61,-37.64,33.8,59,100,12.75,overcast clouds
317,Ko Samui,TH,9.54,99.94,82.15,72,95,4.79,light rain
318,Coihaique,CL,-45.58,-72.07,53.6,62,90,3.36,light intensity shower rain
319,Talnakh,RU,69.49,88.4,-4.0,83,40,6.71,scattered clouds
320,Baruun-Urt,MN,46.68,113.28,30.51,84,51,9.35,broken clouds
321,Syracuse,IT,37.09,15.28,60.8,93,0,5.82,clear sky
322,Praia,CV,14.92,-23.51,78.8,78,40,17.22,scattered clouds
323,Garissa,KE,-0.45,39.64,77.43,73,21,18.57,few clouds
324,Porirua,NZ,-41.13,174.85,66.0,79,68,15.99,broken clouds
325,San Javier,ES,37.81,-0.84,66.0,67,20,3.36,few clouds
326,Zyryanka,RU,65.75,150.85,18.1,94,0,6.53,clear sky
327,Caxito,AO,-8.58,13.66,77.0,78,75,10.29,broken clouds
328,Rosita,NI,13.93,-84.4,77.58,94,100,1.14,light rain
329,Itupiranga,BR,-5.13,-49.33,84.2,70,75,2.24,thunderstorm
330,Banjar,ID,-8.19,114.97,78.8,88,40,2.24,scattered clouds
331,Berwick,US,41.05,-76.23,68.0,78,74,1.01,broken clouds
332,Viedma,AR,-40.81,-63.0,66.99,69,78,1.99,broken clouds
333,Storsteinnes,NO,69.24,19.23,35.6,90,100,25.28,overcast clouds
334,Kapuskasing,CA,49.42,-82.43,28.4,100,90,13.87,snow
335,Rawson,AR,-43.3,-65.1,73.81,38,88,28.03,overcast clouds
336,Kruisfontein,ZA,-34.0,24.73,64.99,89,52,6.62,broken clouds
337,Ziarat,PK,30.38,67.73,38.37,55,0,3.4,clear sky
338,Iqaluit,CA,63.75,-68.51,28.4,74,40,4.7,scattered clouds
339,Baft,IR,29.23,56.61,47.95,48,0,9.13,clear sky
340,Anadyr,RU,64.75,177.48,23.0,100,75,4.47,mist
341,Giyon,ET,8.53,37.98,54.95,50,28,5.91,scattered clouds
342,Asau,RO,46.43,26.4,48.0,82,56,6.35,light rain
343,Northampton,US,40.88,-75.25,63.0,92,57,3.29,broken clouds
344,Morehead,US,37.27,-87.18,66.2,93,90,14.54,moderate rain
345,Srednekolymsk,RU,67.45,153.68,17.2,92,0,3.24,clear sky
346,Kalianget,ID,-7.05,113.93,82.29,74,6,7.18,clear sky
347,Vila Franca Do Campo,PT,37.72,-25.43,66.2,72,75,13.87,broken clouds
348,El Carmen,CO,8.51,-73.45,72.05,90,99,2.59,moderate rain
349,Dalbandin,PK,28.89,64.41,51.69,43,0,4.18,clear sky
350,Lerdo,MX,25.53,-103.53,93.2,18,20,7.2,few clouds
351,Eluru,IN,16.7,81.1,74.26,84,82,4.68,broken clouds
352,Novoagansk,RU,61.94,76.66,14.23,96,2,4.03,clear sky
353,Lorengau,PG,-2.02,147.27,85.28,61,22,4.36,few clouds
354,Bethanien,NA,-26.5,17.16,70.74,30,26,4.43,scattered clouds
355,Camocim,BR,-2.9,-40.84,80.22,75,68,15.99,broken clouds
356,Subiaco,IT,41.93,13.09,60.01,99,100,3.24,overcast clouds
357,Severnyy,RU,50.68,36.55,55.4,71,0,8.95,clear sky
358,Tamale,GH,9.4,-0.84,79.12,57,12,5.44,few clouds
359,Nueva Loja,EC,0.08,-76.88,84.2,70,75,6.93,broken clouds
360,Tura,IN,25.52,90.22,69.82,99,100,4.36,moderate rain
361,Soe,ID,-9.86,124.28,74.46,80,9,1.61,clear sky
362,Ulagan,RU,50.63,87.96,32.56,92,100,1.14,snow
363,Thunder Bay,CA,48.4,-89.32,33.01,93,40,5.82,scattered clouds
364,Ormara,PK,25.21,64.64,78.48,30,0,28.25,clear sky
